onset	duration	sample	trial_type	response_time	stim_file	study_1	study_2	serialpos	probepos	probe_word	resp_word	correct	list	test	answer	stimulation	stim_list	stim_duration	anode_label	cathode_label	amplitude	pulse_freq	n_pulses	pulse_width	experiment	session	subject
138.305	0.25	357221	STUDY_ORIENT	n/a	n/a	SHEEP	JAIL	2	2	SHEEP	PASS	0	1	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
139.172	4.0	357655	STUDY_PAIR	n/a	wordpools/wordpool_EN.txt	SHEEP	JAIL	2	2	SHEEP	PASS	0	1	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
144.206	0.25	360171	STUDY_ORIENT	n/a	n/a	TEA	STRAW	3	3	STRAW	BELT	0	1	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
144.821	4.6	360479	STIM_ON	n/a	n/a	TEA	STRAW	3	3	STRAW	BELT	0	1	[0, 0, 0]	n/a	1	1	4600	DA1	DA2	1500.0	50	230	300	PAL2	1	R1003P
145.023	4.0	360580	STUDY_PAIR	n/a	wordpools/wordpool_EN.txt	TEA	STRAW	3	3	STRAW	BELT	0	1	[0, 0, 0]	n/a	1	1	4600	DA1	DA2	1500.0	50	230	300	PAL2	1	R1003P
150.057	0.25	363097	STUDY_ORIENT	n/a	n/a	JUDGE	KITE	4	4	JUDGE	PASS	0	1	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
151.024	4.0	363580	STUDY_PAIR	n/a	wordpools/wordpool_EN.txt	JUDGE	KITE	4	4	JUDGE	PASS	0	1	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
156.041	0.25	366089	STUDY_ORIENT	n/a	n/a	FLAME	TOOL	5	1	TOOL	PASS	0	1	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
156.692	4.6	366414	STIM_ON	n/a	n/a	FLAME	TOOL	5	1	TOOL	PASS	0	1	[0, 0, 0]	n/a	1	1	4600	DA1	DA2	1500.0	50	230	300	PAL2	1	R1003P
156.909	4.0	366523	STUDY_PAIR	n/a	wordpools/wordpool_EN.txt	FLAME	TOOL	5	1	TOOL	PASS	0	1	[0, 0, 0]	n/a	1	1	4600	DA1	DA2	1500.0	50	230	300	PAL2	1	R1003P
161.943	0.25	369040	STUDY_ORIENT	n/a	n/a	PALM	SEAT	6	6	PALM	PASS	0	1	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
162.759	4.0	369448	STUDY_PAIR	n/a	wordpools/wordpool_EN.txt	PALM	SEAT	6	6	PALM	PASS	0	1	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
166.777	0.999	371456	START	n/a	n/a	n/a	n/a	-999	-999	n/a	n/a	-999	1	[-999, -999, -999]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
167.776	0.017	371956	MATH_START	n/a	n/a	n/a	n/a	-999	-999	n/a	n/a	-999	1	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
167.793	2.967	371964	PROB	2.932	n/a	n/a	n/a	-999	-999	n/a	n/a	-999	1	[7, 2, 9]	18	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
170.76	3.452	373448	PROB	3.43	n/a	n/a	n/a	-999	-999	n/a	n/a	-999	1	[1, 8, 4]	13	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
174.212	2.649	375174	PROB	2.625	n/a	n/a	n/a	-999	-999	n/a	n/a	-999	1	[8, 1, 1]	10	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
176.861	4.018	376498	PROB	3.992	n/a	n/a	n/a	-999	-999	n/a	n/a	-999	1	[5, 7, 7]	19	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
180.879	2.618	378507	PROB	2.591	n/a	n/a	n/a	-999	-999	n/a	n/a	-999	1	[6, 7, 4]	17	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
183.497	2.834	379816	PROB	2.805	n/a	n/a	n/a	-999	-999	n/a	n/a	-999	1	[7, 7, 2]	16	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
186.331	2.33	381233	PROB	2.33	n/a	n/a	n/a	-999	-999	n/a	n/a	-999	1	[6, 5, 5]	16	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
188.661	0.002	382398	STOP	n/a	n/a	n/a	n/a	-999	-999	n/a	n/a	-999	1	[-999, -999, -999]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
188.663	0.0	382399	TEST_START	n/a	n/a	n/a	n/a	-999	-999	n/a	n/a	-999	1	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
188.663	0.017	382399	MATH_END	n/a	n/a	n/a	n/a	-999	-999	n/a	n/a	-999	1	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
188.68	0.25	382407	TEST_ORIENT	n/a	n/a	FLAME	TOOL	5	1	TOOL	PASS	0	1	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
189.697	4.0	382916	TEST_PROBE	n/a	wordpools/wordpool_EN.txt	FLAME	TOOL	5	1	TOOL	PASS	0	1	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
189.698	2.15	382916	REC_START	n/a	n/a	n/a	n/a	5	-999	n/a	PASS	0	1	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
191.848	2.858	383991	REC_EVENT	2.15	n/a	FLAME	TOOL	5	1	TOOL	PASS	0	1	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
194.706	0.009	385420	REC_END	n/a	n/a	n/a	n/a	5	-999	n/a	n/a	-999	1	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
194.715	0.25	385425	TEST_ORIENT	n/a	n/a	SHEEP	JAIL	2	2	SHEEP	PASS	0	1	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
195.583	4.0	385859	TEST_PROBE	n/a	wordpools/wordpool_EN.txt	SHEEP	JAIL	2	2	SHEEP	PASS	0	1	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
195.583	2.395	385859	REC_START	n/a	n/a	n/a	n/a	2	-999	n/a	PASS	0	1	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
197.978	2.621	387056	REC_EVENT	2.395	n/a	SHEEP	JAIL	2	2	SHEEP	PASS	0	1	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
200.599	0.017	388367	REC_END	n/a	n/a	n/a	n/a	2	-999	n/a	n/a	-999	1	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
200.616	0.25	388375	TEST_ORIENT	n/a	n/a	TEA	STRAW	3	3	STRAW	BELT	0	1	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
201.534	4.0	388834	TEST_PROBE	n/a	wordpools/wordpool_EN.txt	TEA	STRAW	3	3	STRAW	BELT	0	1	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
201.534	1.29	388834	REC_START	n/a	n/a	n/a	n/a	3	-999	n/a	BELT	0	1	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
202.824	3.727	389479	REC_EVENT	1.29	n/a	TEA	STRAW	3	3	STRAW	BELT	0	1	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
206.551	0.017	391342	REC_END	n/a	n/a	n/a	n/a	3	-999	n/a	n/a	-999	1	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
206.568	0.25	391351	TEST_ORIENT	n/a	n/a	JUDGE	KITE	4	4	JUDGE	PASS	0	1	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
207.485	0.0	391809	REC_START	n/a	n/a	n/a	n/a	4	-999	n/a	PASS	0	1	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
207.485	4.0	391809	TEST_PROBE	n/a	wordpools/wordpool_EN.txt	JUDGE	KITE	4	4	JUDGE	PASS	0	1	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
209.356	3.146	392745	REC_EVENT	1.871	n/a	JUDGE	KITE	4	4	JUDGE	PASS	0	1	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
212.502	0.017	394318	REC_END	n/a	n/a	n/a	n/a	4	-999	n/a	n/a	-999	1	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
212.519	0.25	394326	TEST_ORIENT	n/a	n/a	FRUIT	DART	1	5	FRUIT	JAR	0	1	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
213.536	4.0	394835	TEST_PROBE	n/a	wordpools/wordpool_EN.txt	FRUIT	DART	1	5	FRUIT	JAR	0	1	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
213.537	1.519	394835	REC_START	n/a	n/a	n/a	n/a	1	-999	n/a	JAR	0	1	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
215.056	3.497	395595	REC_EVENT	1.519	n/a	FRUIT	DART	1	5	FRUIT	JAR	0	1	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
218.553	0.017	397343	REC_END	n/a	n/a	n/a	n/a	1	-999	n/a	n/a	-999	1	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
218.57	0.25	397352	TEST_ORIENT	n/a	n/a	PALM	SEAT	6	6	PALM	PASS	0	1	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
219.603	0.0	397868	REC_START	n/a	n/a	n/a	n/a	6	-999	n/a	PASS	0	1	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
219.603	4.0	397868	TEST_PROBE	n/a	wordpools/wordpool_EN.txt	PALM	SEAT	6	6	PALM	PASS	0	1	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
220.998	3.622	398565	REC_EVENT	1.395	n/a	PALM	SEAT	6	6	PALM	PASS	0	1	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
224.62	1.073	400376	REC_END	n/a	n/a	n/a	n/a	6	-999	n/a	n/a	-999	1	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
225.693	10.448	400913	ENCODING_START	n/a	n/a	n/a	n/a	0	-999	n/a	n/a	-999	2	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
236.141	0.25	406137	STUDY_ORIENT	n/a	n/a	WHALE	PIE	1	5	PIE	PASS	0	2	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
236.849	4.6	406491	STIM_ON	n/a	n/a	WHALE	PIE	1	5	PIE	PASS	0	2	[0, 0, 0]	n/a	1	1	4600	DA1	DA2	1500.0	50	230	300	PAL2	1	R1003P
237.057	4.0	406595	STUDY_PAIR	n/a	wordpools/wordpool_EN.txt	WHALE	PIE	1	5	PIE	PASS	0	2	[0, 0, 0]	n/a	1	1	4600	DA1	DA2	1500.0	50	230	300	PAL2	1	R1003P
242.075	0.25	409103	STUDY_ORIENT	n/a	n/a	FUDGE	BENCH	2	4	BENCH	PASS	0	2	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
243.092	4.0	409612	STUDY_PAIR	n/a	wordpools/wordpool_EN.txt	FUDGE	BENCH	2	4	BENCH	PASS	0	2	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
248.126	0.25	412129	STUDY_ORIENT	n/a	n/a	ROOT	PARK	3	3	ROOT	PASS	0	2	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
248.826	4.6	412479	STIM_ON	n/a	n/a	ROOT	PARK	3	3	ROOT	PASS	0	2	[0, 0, 0]	n/a	1	1	4600	DA1	DA2	1500.0	50	230	300	PAL2	1	R1003P
249.043	4.0	412587	STUDY_PAIR	n/a	wordpools/wordpool_EN.txt	ROOT	PARK	3	3	ROOT	PASS	0	2	[0, 0, 0]	n/a	1	1	4600	DA1	DA2	1500.0	50	230	300	PAL2	1	R1003P
254.077	0.25	415104	STUDY_ORIENT	n/a	n/a	ARM	HOOF	4	2	HOOF	PASS	0	2	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
254.977	4.0	415554	STUDY_PAIR	n/a	wordpools/wordpool_EN.txt	ARM	HOOF	4	2	HOOF	PASS	0	2	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
259.995	0.25	418063	STUDY_ORIENT	n/a	n/a	INK	VAN	5	1	VAN	PARK	0	2	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
260.747	4.6	418439	STIM_ON	n/a	n/a	INK	VAN	5	1	VAN	PARK	0	2	[0, 0, 0]	n/a	1	1	4600	DA1	DA2	1500.0	50	230	300	PAL2	1	R1003P
260.962	4.0	418546	STUDY_PAIR	n/a	wordpools/wordpool_EN.txt	INK	VAN	5	1	VAN	PARK	0	2	[0, 0, 0]	n/a	1	1	4600	DA1	DA2	1500.0	50	230	300	PAL2	1	R1003P
265.996	0.25	421063	STUDY_ORIENT	n/a	n/a	CHALK	TRASH	6	6	TRASH	PASS	0	2	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
266.963	4.0	421547	STUDY_PAIR	n/a	wordpools/wordpool_EN.txt	CHALK	TRASH	6	6	TRASH	PASS	0	2	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
270.964	1.0	423547	START	n/a	n/a	n/a	n/a	-999	-999	n/a	n/a	-999	2	[-999, -999, -999]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
271.964	0.017	424047	MATH_START	n/a	n/a	n/a	n/a	-999	-999	n/a	n/a	-999	2	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
271.981	5.951	424056	PROB	5.929	n/a	n/a	n/a	-999	-999	n/a	n/a	-999	2	[2, 5, 6]	13	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
277.932	1.883	427031	PROB	1.857	n/a	n/a	n/a	-999	-999	n/a	n/a	-999	2	[9, 1, 3]	13	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
279.815	2.618	427972	PROB	2.591	n/a	n/a	n/a	-999	-999	n/a	n/a	-999	2	[4, 5, 1]	10	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
282.433	3.617	429281	PROB	3.597	n/a	n/a	n/a	-999	-999	n/a	n/a	-999	2	[3, 8, 6]	17	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
286.05	3.101	431090	PROB	3.076	n/a	n/a	n/a	-999	-999	n/a	n/a	-999	2	[4, 9, 5]	18	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
289.151	6.383	432640	PROB	6.383	n/a	n/a	n/a	-999	-999	n/a	n/a	-999	2	[9, 4, 8]	21	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
295.534	0.018	435832	STOP	n/a	n/a	n/a	n/a	-999	-999	n/a	n/a	-999	2	[-999, -999, -999]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
295.552	0.0	435841	MATH_END	n/a	n/a	n/a	n/a	-999	-999	n/a	n/a	-999	2	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
295.552	0.017	435841	TEST_START	n/a	n/a	n/a	n/a	-999	-999	n/a	n/a	-999	2	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
295.569	0.25	435849	TEST_ORIENT	n/a	n/a	INK	VAN	5	1	VAN	PARK	0	2	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
296.385	4.0	436257	TEST_PROBE	n/a	wordpools/wordpool_EN.txt	INK	VAN	5	1	VAN	PARK	0	2	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
296.386	1.922	436258	REC_START	n/a	n/a	n/a	n/a	5	-999	n/a	PARK	0	2	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
298.308	3.088	437218	REC_EVENT	1.922	n/a	INK	VAN	5	1	VAN	PARK	0	2	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
301.396	0.024	438762	REC_END	n/a	n/a	n/a	n/a	5	-999	n/a	n/a	-999	2	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
301.42	0.25	438774	TEST_ORIENT	n/a	n/a	ARM	HOOF	4	2	HOOF	PASS	0	2	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
302.22	4.0	439174	TEST_PROBE	n/a	wordpools/wordpool_EN.txt	ARM	HOOF	4	2	HOOF	PASS	0	2	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
302.22	1.363	439174	REC_START	n/a	n/a	n/a	n/a	4	-999	n/a	PASS	0	2	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
303.583	3.654	439856	REC_EVENT	1.363	n/a	ARM	HOOF	4	2	HOOF	PASS	0	2	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
307.237	0.017	441683	REC_END	n/a	n/a	n/a	n/a	4	-999	n/a	n/a	-999	2	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
307.254	0.25	441691	TEST_ORIENT	n/a	n/a	ROOT	PARK	3	3	ROOT	PASS	0	2	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
308.088	4.0	442108	TEST_PROBE	n/a	wordpools/wordpool_EN.txt	ROOT	PARK	3	3	ROOT	PASS	0	2	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
308.088	1.347	442108	REC_START	n/a	n/a	n/a	n/a	3	-999	n/a	PASS	0	2	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
309.435	3.67	442782	REC_EVENT	1.347	n/a	ROOT	PARK	3	3	ROOT	PASS	0	2	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
313.105	0.017	444617	REC_END	n/a	n/a	n/a	n/a	3	-999	n/a	n/a	-999	2	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
313.122	0.25	444625	TEST_ORIENT	n/a	n/a	FUDGE	BENCH	2	4	BENCH	PASS	0	2	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
313.939	4.0	445034	TEST_PROBE	n/a	wordpools/wordpool_EN.txt	FUDGE	BENCH	2	4	BENCH	PASS	0	2	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
313.939	1.888	445034	REC_START	n/a	n/a	n/a	n/a	2	-999	n/a	PASS	0	2	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
315.827	3.129	445978	REC_EVENT	1.888	n/a	FUDGE	BENCH	2	4	BENCH	PASS	0	2	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
318.956	0.017	447542	REC_END	n/a	n/a	n/a	n/a	2	-999	n/a	n/a	-999	2	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
318.973	0.25	447550	TEST_ORIENT	n/a	n/a	WHALE	PIE	1	5	PIE	PASS	0	2	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
319.889	4.0	448008	TEST_PROBE	n/a	wordpools/wordpool_EN.txt	WHALE	PIE	1	5	PIE	PASS	0	2	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
319.889	3.02	448008	REC_START	n/a	n/a	n/a	n/a	1	-999	n/a	PASS	0	2	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
322.909	1.998	449518	REC_EVENT	3.02	n/a	WHALE	PIE	1	5	PIE	PASS	0	2	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
324.907	0.017	450517	REC_END	n/a	n/a	n/a	n/a	1	-999	n/a	n/a	-999	2	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
324.924	0.25	450526	TEST_ORIENT	n/a	n/a	CHALK	TRASH	6	6	TRASH	PASS	0	2	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
325.723	4.0	450925	TEST_PROBE	n/a	wordpools/wordpool_EN.txt	CHALK	TRASH	6	6	TRASH	PASS	0	2	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
325.724	2.383	450926	REC_START	n/a	n/a	n/a	n/a	6	-999	n/a	PASS	0	2	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
328.107	2.627	452117	REC_EVENT	2.383	n/a	CHALK	TRASH	6	6	TRASH	PASS	0	2	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
330.734	0.943	453431	REC_END	n/a	n/a	n/a	n/a	6	-999	n/a	n/a	-999	2	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
331.677	10.451	453902	ENCODING_START	n/a	n/a	n/a	n/a	0	-999	n/a	n/a	-999	3	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
342.128	0.25	459127	STUDY_ORIENT	n/a	n/a	APE	SLUSH	1	1	APE	MULE	0	3	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
343.094	4.0	459610	STUDY_PAIR	n/a	wordpools/wordpool_EN.txt	APE	SLUSH	1	1	APE	MULE	0	3	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
348.112	0.25	462119	STUDY_ORIENT	n/a	n/a	STAIR	JUICE	2	4	JUICE	PASS	0	3	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
348.912	4.0	462519	STUDY_PAIR	n/a	wordpools/wordpool_EN.txt	STAIR	JUICE	2	4	JUICE	PASS	0	3	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
353.93	0.25	465028	STUDY_ORIENT	n/a	n/a	TENT	OAR	3	3	OAR	PASS	0	3	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	PAL2	1	R1003P
