onset	duration	sample	trial_type	response_time	stim_file	study_1	study_2	serialpos	probepos	probe_word	resp_word	correct	list	test	answer	stimulation	stim_list	stim_duration	anode_label	cathode_label	amplitude	pulse_freq	n_pulses	pulse_width	experiment	session	subject
146.15	4.0	232110	STUDY_PAIR	n/a	wordpools/wordpool_EN.txt	PARK	SPRING	4	6	PARK	n/a	0	1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
151.168	0.25	234619	STUDY_ORIENT	n/a	n/a	PALM	WAVE	5	5	PALM	TREE	0	1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
152.168	4.0	235118	STUDY_PAIR	n/a	wordpools/wordpool_EN.txt	PALM	WAVE	5	5	PALM	TREE	0	1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
157.187	0.25	237628	STUDY_ORIENT	n/a	n/a	SUIT	SIGN	6	4	SIGN	n/a	0	1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
158.037	4.0	238053	STUDY_PAIR	n/a	wordpools/wordpool_EN.txt	SUIT	SIGN	6	4	SIGN	n/a	0	1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
162.055	0.999	240062	START	n/a	n/a	n/a	n/a	-999	-999	n/a	n/a	-999	1	[-999, -999, -999]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
163.054	0.016	240561	MATH_START	n/a	n/a	n/a	n/a	-999	-999	n/a	n/a	-999	1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
163.07	3.602	240569	PROB	3.57	n/a	n/a	n/a	-999	-999	n/a	n/a	-999	1	[1, 8, 9]	18	0	0	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
166.672	9.568	242370	PROB	9.544	n/a	n/a	n/a	-999	-999	n/a	n/a	-999	1	[9, 7, 8]	24	0	0	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
176.24	3.068	247154	PROB	3.04	n/a	n/a	n/a	-999	-999	n/a	n/a	-999	1	[7, 3, 4]	14	0	0	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
179.308	2.819	248688	PROB	2.819	n/a	n/a	n/a	-999	-999	n/a	n/a	-999	1	[1, 1, 7]	9	0	0	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
182.127	0.014	250097	STOP	n/a	n/a	n/a	n/a	-999	-999	n/a	n/a	-999	1	[-999, -999, -999]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
182.141	0.0	250104	MATH_END	n/a	n/a	n/a	n/a	-999	-999	n/a	n/a	-999	1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
182.141	0.016	250104	TEST_START	n/a	n/a	n/a	n/a	-999	-999	n/a	n/a	-999	1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
182.157	0.25	250112	TEST_ORIENT	n/a	n/a	GLASS	JUDGE	1	1	JUDGE	n/a	0	1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
182.975	4.0	250521	TEST_PROBE	n/a	wordpools/wordpool_EN.txt	GLASS	JUDGE	1	1	JUDGE	n/a	0	1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
182.976	5.016	250522	REC_START	n/a	n/a	n/a	n/a	1	-999	n/a	n/a	0	1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
187.992	0.005	253030	REC_END	n/a	n/a	n/a	n/a	1	-999	n/a	n/a	-999	1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
187.997	0.012	253032	REC_EVENT	5.021	n/a	GLASS	JUDGE	1	1	JUDGE	<>	0	1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
188.009	0.25	253038	TEST_ORIENT	n/a	n/a	OWL	STEAK	2	2	OWL	STEAK	1	1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
188.826	4.0	253447	TEST_PROBE	n/a	wordpools/wordpool_EN.txt	OWL	STEAK	2	2	OWL	STEAK	1	1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
188.827	1.168	253447	REC_START	n/a	n/a	n/a	n/a	2	-999	n/a	STEAK	1	1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
189.995	3.84	254031	REC_EVENT	1.168	n/a	OWL	STEAK	2	2	OWL	STEAK	1	1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
193.835	0.009	255951	REC_END	n/a	n/a	n/a	n/a	2	-999	n/a	n/a	-999	1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
193.844	0.25	255955	TEST_ORIENT	n/a	n/a	FAN	COUCH	3	3	COUCH	SUIT	0	1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
194.861	4.0	256464	TEST_PROBE	n/a	wordpools/wordpool_EN.txt	FAN	COUCH	3	3	COUCH	SUIT	0	1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
194.861	1.6	256464	REC_START	n/a	n/a	n/a	n/a	3	-999	n/a	SUIT	0	1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
196.461	3.417	257264	REC_EVENT	1.6	n/a	FAN	COUCH	3	3	COUCH	SUIT	0	1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
199.878	0.017	258972	REC_END	n/a	n/a	n/a	n/a	3	-999	n/a	n/a	-999	1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
199.895	0.25	258981	TEST_ORIENT	n/a	n/a	SUIT	SIGN	6	4	SIGN	n/a	0	1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
200.695	4.0	259381	TEST_PROBE	n/a	wordpools/wordpool_EN.txt	SUIT	SIGN	6	4	SIGN	n/a	0	1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
200.695	5.015	259381	REC_START	n/a	n/a	n/a	n/a	6	-999	n/a	n/a	0	1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
205.71	0.003	261888	REC_EVENT	5.015	n/a	SUIT	SIGN	6	4	SIGN	<>	0	1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
205.713	0.016	261890	REC_END	n/a	n/a	n/a	n/a	6	-999	n/a	n/a	-999	1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
205.729	0.25	261898	TEST_ORIENT	n/a	n/a	PALM	WAVE	5	5	PALM	TREE	0	1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
206.696	4.0	262381	TEST_PROBE	n/a	wordpools/wordpool_EN.txt	PALM	WAVE	5	5	PALM	TREE	0	1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
206.697	1.386	262382	REC_START	n/a	n/a	n/a	n/a	5	-999	n/a	TREE	0	1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
208.083	3.622	263075	REC_EVENT	1.386	n/a	PALM	WAVE	5	5	PALM	TREE	0	1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
211.705	0.009	264885	REC_END	n/a	n/a	n/a	n/a	5	-999	n/a	n/a	-999	1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
211.714	0.25	264890	TEST_ORIENT	n/a	n/a	PARK	SPRING	4	6	PARK	n/a	0	1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
212.614	4.0	265340	TEST_PROBE	n/a	wordpools/wordpool_EN.txt	PARK	SPRING	4	6	PARK	n/a	0	1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
212.614	5.015	265340	REC_START	n/a	n/a	n/a	n/a	4	-999	n/a	n/a	0	1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
217.629	0.003	267847	REC_EVENT	5.015	n/a	PARK	SPRING	4	6	PARK	<>	0	1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
217.632	0.928	267849	REC_END	n/a	n/a	n/a	n/a	4	-999	n/a	n/a	-999	1	[0, 0, 0]	n/a	0	0	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
218.56	10.441	268313	ENCODING_START	n/a	n/a	n/a	n/a	0	-999	n/a	n/a	-999	2	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
229.001	0.25	273533	STUDY_ORIENT	n/a	n/a	SOAP	SHEEP	1	1	SOAP	n/a	0	2	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
229.745	4.6	273905	STIM_ON	n/a	n/a	SOAP	SHEEP	1	1	SOAP	n/a	0	2	[0, 0, 0]	n/a	1	1	4600	DA1	DA2	1500.0	50	230	300	PAL2	0	R1003P
229.951	4.0	274008	STUDY_PAIR	n/a	wordpools/wordpool_EN.txt	SOAP	SHEEP	1	1	SOAP	n/a	0	2	[0, 0, 0]	n/a	1	1	4600	DA1	DA2	1500.0	50	230	300	PAL2	0	R1003P
234.985	0.25	276525	STUDY_ORIENT	n/a	n/a	FISH	GUARD	2	4	GUARD	n/a	0	2	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
235.852	4.0	276958	STUDY_PAIR	n/a	wordpools/wordpool_EN.txt	FISH	GUARD	2	4	GUARD	n/a	0	2	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
240.886	0.25	279475	STUDY_ORIENT	n/a	n/a	FOOD	LAMB	3	5	LAMB	n/a	0	2	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
241.591	4.6	279828	STIM_ON	n/a	n/a	FOOD	LAMB	3	5	LAMB	n/a	0	2	[0, 0, 0]	n/a	1	1	4600	DA1	DA2	1500.0	50	230	300	PAL2	0	R1003P
241.803	4.0	279934	STUDY_PAIR	n/a	wordpools/wordpool_EN.txt	FOOD	LAMB	3	5	LAMB	n/a	0	2	[0, 0, 0]	n/a	1	1	4600	DA1	DA2	1500.0	50	230	300	PAL2	0	R1003P
246.837	0.25	282451	STUDY_ORIENT	n/a	n/a	PEAR	HORN	4	6	PEAR	n/a	0	2	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
247.804	4.0	282934	STUDY_PAIR	n/a	wordpools/wordpool_EN.txt	PEAR	HORN	4	6	PEAR	n/a	0	2	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
252.822	0.25	285443	STUDY_ORIENT	n/a	n/a	DIME	SHELL	5	3	SHELL	FISH	0	2	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
253.48	4.6	285772	STIM_ON	n/a	n/a	DIME	SHELL	5	3	SHELL	FISH	0	2	[0, 0, 0]	n/a	1	1	4600	DA1	DA2	1500.0	50	230	300	PAL2	0	R1003P
253.689	4.0	285876	STUDY_PAIR	n/a	wordpools/wordpool_EN.txt	DIME	SHELL	5	3	SHELL	FISH	0	2	[0, 0, 0]	n/a	1	1	4600	DA1	DA2	1500.0	50	230	300	PAL2	0	R1003P
258.723	0.25	288393	STUDY_ORIENT	n/a	n/a	FOAM	WALL	6	2	WALL	n/a	0	2	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
259.557	4.0	288810	STUDY_PAIR	n/a	wordpools/wordpool_EN.txt	FOAM	WALL	6	2	WALL	n/a	0	2	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
263.575	0.999	290819	START	n/a	n/a	n/a	n/a	-999	-999	n/a	n/a	-999	2	[-999, -999, -999]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
264.574	0.017	291319	MATH_START	n/a	n/a	n/a	n/a	-999	-999	n/a	n/a	-999	2	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
264.591	3.25	291327	PROB	3.217	n/a	n/a	n/a	-999	-999	n/a	n/a	-999	2	[2, 3, 3]	8	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
267.841	3.701	292952	PROB	3.679	n/a	n/a	n/a	-999	-999	n/a	n/a	-999	2	[3, 7, 8]	18	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
271.542	4.884	294802	PROB	4.858	n/a	n/a	n/a	-999	-999	n/a	n/a	-999	2	[3, 3, 8]	14	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
276.426	4.568	297244	PROB	4.534	n/a	n/a	n/a	-999	-999	n/a	n/a	-999	2	[7, 9, 9]	25	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
280.994	2.334	299528	PROB	2.302	n/a	n/a	n/a	-999	-999	n/a	n/a	-999	2	[4, 4, 1]	9	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
283.328	3.168	300695	PROB	3.168	n/a	n/a	n/a	-999	-999	n/a	n/a	-999	2	[3, 4, 3]	10	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
286.496	0.016	302279	STOP	n/a	n/a	n/a	n/a	-999	-999	n/a	n/a	-999	2	[-999, -999, -999]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
286.512	0.0	302287	MATH_END	n/a	n/a	n/a	n/a	-999	-999	n/a	n/a	-999	2	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
286.512	0.016	302287	TEST_START	n/a	n/a	n/a	n/a	-999	-999	n/a	n/a	-999	2	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
286.528	0.25	302295	TEST_ORIENT	n/a	n/a	SOAP	SHEEP	1	1	SOAP	n/a	0	2	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
287.362	4.0	302712	TEST_PROBE	n/a	wordpools/wordpool_EN.txt	SOAP	SHEEP	1	1	SOAP	n/a	0	2	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
287.362	5.015	302712	REC_START	n/a	n/a	n/a	n/a	1	-999	n/a	n/a	0	2	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
292.377	0.002	305219	REC_EVENT	5.015	n/a	SOAP	SHEEP	1	1	SOAP	<>	0	2	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
292.379	0.017	305220	REC_END	n/a	n/a	n/a	n/a	1	-999	n/a	n/a	-999	2	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
292.396	0.25	305229	TEST_ORIENT	n/a	n/a	FOAM	WALL	6	2	WALL	n/a	0	2	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
293.246	4.0	305654	TEST_PROBE	n/a	wordpools/wordpool_EN.txt	FOAM	WALL	6	2	WALL	n/a	0	2	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
293.247	5.017	305654	REC_START	n/a	n/a	n/a	n/a	6	-999	n/a	n/a	0	2	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
298.264	0.004	308163	REC_END	n/a	n/a	n/a	n/a	6	-999	n/a	n/a	-999	2	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
298.268	0.013	308165	REC_EVENT	5.021	n/a	FOAM	WALL	6	2	WALL	<>	0	2	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
298.281	0.25	308171	TEST_ORIENT	n/a	n/a	DIME	SHELL	5	3	SHELL	FISH	0	2	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
299.314	4.0	308688	TEST_PROBE	n/a	wordpools/wordpool_EN.txt	DIME	SHELL	5	3	SHELL	FISH	0	2	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
299.315	1.908	308688	REC_START	n/a	n/a	n/a	n/a	5	-999	n/a	FISH	0	2	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
301.223	3.1	309642	REC_EVENT	1.908	n/a	DIME	SHELL	5	3	SHELL	FISH	0	2	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
304.323	0.009	311192	REC_END	n/a	n/a	n/a	n/a	5	-999	n/a	n/a	-999	2	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
304.332	0.25	311197	TEST_ORIENT	n/a	n/a	FISH	GUARD	2	4	GUARD	n/a	0	2	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
305.349	4.0	311705	TEST_PROBE	n/a	wordpools/wordpool_EN.txt	FISH	GUARD	2	4	GUARD	n/a	0	2	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
305.349	5.015	311705	REC_START	n/a	n/a	n/a	n/a	2	-999	n/a	n/a	0	2	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
310.364	0.002	314212	REC_EVENT	5.015	n/a	FISH	GUARD	2	4	GUARD	<>	0	2	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
310.366	0.017	314213	REC_END	n/a	n/a	n/a	n/a	2	-999	n/a	n/a	-999	2	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
310.383	0.25	314222	TEST_ORIENT	n/a	n/a	FOOD	LAMB	3	5	LAMB	n/a	0	2	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
311.283	4.0	314672	TEST_PROBE	n/a	wordpools/wordpool_EN.txt	FOOD	LAMB	3	5	LAMB	n/a	0	2	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
311.284	5.021	314672	REC_START	n/a	n/a	n/a	n/a	3	-999	n/a	n/a	0	2	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
316.305	0.004	317183	REC_EVENT	5.021	n/a	FOOD	LAMB	3	5	LAMB	<>	0	2	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
316.309	0.008	317185	REC_END	n/a	n/a	n/a	n/a	3	-999	n/a	n/a	-999	2	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
316.317	0.25	317189	TEST_ORIENT	n/a	n/a	PEAR	HORN	4	6	PEAR	n/a	0	2	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
317.334	4.0	317697	TEST_PROBE	n/a	wordpools/wordpool_EN.txt	PEAR	HORN	4	6	PEAR	n/a	0	2	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
317.335	4.998	317698	REC_START	n/a	n/a	n/a	n/a	4	-999	n/a	n/a	0	2	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
322.333	0.002	320197	REC_EVENT	4.998	n/a	PEAR	HORN	4	6	PEAR	<>	0	2	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
322.335	1.049	320198	REC_END	n/a	n/a	n/a	n/a	4	-999	n/a	n/a	-999	2	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
323.384	10.453	320722	ENCODING_START	n/a	n/a	n/a	n/a	0	-999	n/a	n/a	-999	3	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
333.837	0.25	325948	STUDY_ORIENT	n/a	n/a	SPEAR	TRAIN	1	5	SPEAR	PIT	0	3	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
334.704	4.0	326382	STUDY_PAIR	n/a	wordpools/wordpool_EN.txt	SPEAR	TRAIN	1	5	SPEAR	PIT	0	3	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
339.722	0.25	328891	STUDY_ORIENT	n/a	n/a	POLE	PIT	2	4	POLE	n/a	0	3	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
340.555	4.0	329307	STUDY_PAIR	n/a	wordpools/wordpool_EN.txt	POLE	PIT	2	4	POLE	n/a	0	3	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
345.573	0.25	331816	STUDY_ORIENT	n/a	n/a	GEESE	YARD	3	1	YARD	PIT	0	3	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
346.557	4.0	332308	STUDY_PAIR	n/a	wordpools/wordpool_EN.txt	GEESE	YARD	3	1	YARD	PIT	0	3	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
351.591	0.25	334825	STUDY_ORIENT	n/a	n/a	GRASS	SKY	4	6	GRASS	n/a	0	3	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
352.374	4.0	335216	STUDY_PAIR	n/a	wordpools/wordpool_EN.txt	GRASS	SKY	4	6	GRASS	n/a	0	3	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
357.392	0.25	337725	STUDY_ORIENT	n/a	n/a	BRUSH	JEEP	5	3	JEEP	n/a	0	3	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
358.326	4.0	338192	STUDY_PAIR	n/a	wordpools/wordpool_EN.txt	BRUSH	JEEP	5	3	JEEP	n/a	0	3	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
363.36	0.25	340709	STUDY_ORIENT	n/a	n/a	WEED	WOOD	6	2	WOOD	WEED	1	3	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
364.327	4.0	341193	STUDY_PAIR	n/a	wordpools/wordpool_EN.txt	WEED	WOOD	6	2	WOOD	WEED	1	3	[0, 0, 0]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
368.345	0.999	343201	START	n/a	n/a	n/a	n/a	-999	-999	n/a	n/a	-999	3	[-999, -999, -999]	n/a	0	1	0	n/a	n/a	0.0	0	0	0	PAL2	0	R1003P
